name;presentation;année de création;Chiffre d’affaires;Collaborateurs;siége;Activité;website;twitter;facebook;linkedin;skills 
WorldWide People;"Worldwide People (WWP) est une société de recrutement spécialisée depuis 2001 dans les métiers de l’IT, en particulier sur les secteurs des télécoms et des technologies.

Notre spécialité ? Fournir des consultants hautement qualifiés pour des missions courtes ou des CDI à des clients internationaux. Ces clients comprennent des intégrateurs de systèmes, des consultants en gestion, des opérateurs télécoms (fixe, mobile et satellite) et des banques internationales.

Notre mission.
Être le partenaire numéro un de nos clients
Grace à une équipe hautement expérimentée de consultants, nous identifions et  mobilisons les ressources disponibles les plus appropriées. Nous travaillons sans relâche afin de nous assurer que les besoins de nos clients sont satisfaits en termes de délais et de budget.

Être le partenaire numéro un de nos consultants
Nous nous assurerons que votre candidature est préparée et présentée de façon à mettre en valeur vos expériences les plus pertinentes et l’ensemble de vos compétences. Nous assurerons le suivi de votre candidature, organiserons l'entretien et vous fournirons un feedback. Nous ferons en sorte de vous informer entièrement sur le client et le rôle afin que vous puissiez obtenir  un résultat optimum lors de l'entretien. Nous conclurons  les négociations et préparerons le contrat. Nous vous aiderons en ce qui concerne les demandes de visas ou votre déménagement.
En bref, nous vous accompagnons tout au long du processus de recrutement.
Une fois sur place, nous serons disponibles à tout moment pour vous aider et répondre à toutes les questions que vous pourriez avoir.
Nous assurerons un paiement rapide et flexible.";2001;;< 20;Clynderwen, Pays de Galles, Royaume-Uni;Cabinet de recrutement / placement;http://www.wwpeople.co.uk;;;;
DATSUP;Nous vous accompagnons sur la conception d’architecture BIG DATA performantes et fiables en adéquation avec vos besoins métiers et votre existant. Nous vous formons sur les nouvelles technologies mise en place pour que vous puissiez maitriser votre environnement. Nos consultants répondent également à vos attentes en terme de DEVOPS.;;;20 - 99;Paris, France;Cabinet de conseil;https://www.datsup.fr;;;;
METSYS;"Metsys est un intégrateur de solutions de cybersécurité, d’infrastructure et de cloud. Depuis 10 ans nous conseillons nos clients dans la conception et dans la mise en place de leur système d’information.
Créé sur des valeurs d’intégrité, de partage et de proximité ; les collaborateurs Metsys se retrouvent autour d’une culture d’entreprise centrée sur l’humain. Nous mettons à votre disposition l’expertise de nos consultants pour vous guider dans les défis technologiques de demain et vous offrir une expérience digitale réussie.
Soyez acteur de votre réussite en vous appuyant sur l’expertise Metsys pour déployer au sein de vos organisations les technologies adaptées à vos usages, et définir, avec les directions métiers des objectifs de transformation maitrisés.";2011;53M de CA;250 - 999;Boulogne-Billancourt, Île-de-France;ESN;https://www.metsys.fr/;https://twitter.com/metsysgroup?lang=fr;https://fr-fr.facebook.com/metsysgroup/;https://www.linkedin.com/company/5019468/;
OPENCYBER;"Opencyber est un cabinet de conseil indépendant, spécialisé en sécurité des systèmes d’information. Nous accompagnons nos clients dans la réalisation de leurs projets en cybersécurité, l’optimisation de leur compétitivité et la réduction de leur exposition aux cyberattaques.
Notre expertise s’articule autour de deux grands axes :
1. Sécurité des systèmes d’information
   - Audit, tests d’intrusion et Red Team
   - Cybersécurité
   - Gouvernance Risque Conformité
   - Protection et sécurisation des accès
   - Sécurisation de l’infrastructure
2. Evolution des infrastructures
   - Cloud computing
   - Infrastructure network
   - Virtualisation
   - DevSecOps";2012;;20 - 99;Puteaux, Île-de-France;Cabinet de conseil;https://www.opencyber.com/;;;;
KGRM Consulting;;2012;;< 20;Saint-Maur-des-Fossés, Île-de-France;Cabinet de conseil;https://kgrm.fr;;;;
IT&M Consulting;"IT&M est un cabinet de conseil proposant une offre globale couvrant l'ensemble du processus de mise en oeuvre d'un système d'information.

Au sein du groupe IT&M, IT&M Consulting est le spécialiste de l’assistance à maîtrise d’ouvrage, de l’assistance à maîtrise d’œuvre et de l’assistance opérationnelle. Nos offres de services sont principalement destinées aux secteurs de la banque et de la finance.

Tous nos consultants allient à la perfection leur expertise technique à leur expertise fonctionnelle exigée par IT&M Consulting.”

Nos consultants IT travaillent sur des environnements techniques JAVA J2EE, C++,C# .net, autour des SGBD Oracle, SQL SERVER, SYBASE et sur les systèmes d'exploitation UNIX, LINUX et Windows.";2012;;250 - 999;Neuilly-sur-Seine, Île-de-France;ESN;https://it-m.fr/;;;;
ASAP Group;"Depuis 2008, ASAP accompagne les grands comptes dans leur transformation numérique.

ASAP est une ESN structurée autour de 4 pôles d'expertise :
- le Conseil
- les Réseaux et Télécommunications
- Les Infrastructures Systèmes
- Le Digital

ASAP accompagne ses clients dans toutes les phases de leurs projets en assistance technique ou au forfait, de manière agile.

Nous croyons que le numérique transforme en profondeur notre société et notre mode de vie et nous savons que pour accompagner cette mutation l'Humain reste plus que jamais central.

C'est pourquoi chez ASAP nous adoptons une approche résolument humaine.

Nous sommes persuadés que la réussite des projets de nos clients passe par l’accomplissement professionnel et personnel de nos collaborateurs, c'est pourquoi nous mettons les hommes au cœur de nos préoccupations.

IA, Big Data, Serverless, Mobilité, Devops, Blockchain, autant de défis à relever avec nos clients.

Choisir ASAP, c'est faire le choix d'une structure à taille humaine à la culture forte, centrée sur l'humain, la convivialité, le plaisir à travailler ensemble.

Et ça, ça change tout ;)";2008;;20 - 99;Paris, France;ESN;https://asapgroup.fr/;;;;
Staffgroup;"Staffgroup est un cabinet de placement de profils spécialisés dans l'informatique.
Pour du freelancing ou des postes en CDI, nous accompagnons les candidats et les entreprises dans leurs recherches.
Notre objectif n'est pas de révolutionner le recrutement mais d'en simplifier toutes les étapes parfois laborieuses.
Et pour cela, nos équipes sont divisées par domaines de spécialisation : Java, JavaScript, Microsoft .Net, Data, PHP et Infrastructure.

Staffgroup est présent sur toute l'Europe, en particulier sur les marchés suivants : France, Belgique, Pays-Bas, Scandinavie, Suisse et l'Allemagne.";2003;;100 - 249;;Cabinet de recrutement / placement;https://www.staffgroup.com/;;;;
TOBSERVICES;"To B Services est une Entreprise de Services du Numérique nouvelle génération fédérant un vaste réseau de freelances.
Depuis 2008, le métier de to b services est de mettre en ADEQUATION,  tout au long des missions, les compétences et les aspirations de ses consultants et les besoins de ses clients dans leur environnement humain, technologique et organisationnel. Pour atteindre cet objectif d’excellence, To B Services s’appuie, d’une part sur son vaste réseau de partenaires freelances, et d’autre part, sur une méthode éprouvée de sélection et d’accompagnement.";;;20 - 99;Paris, France;ESN;https://www.tobservices.com;;;https://www.linkedin.com/feed/;
Omnitech SA;"Omnitech est une Société de Services en Ingénierie Informatique.

Nous sommes présents au sein de grands comptes sur des secteurs variés tels que la banque, le service, l'industrie et l'energie.

Avec une forte expertise technique et engagement de résultats (forfaits), nous sommes également présents sur l'Assistance à Maitrise d'Ouvrage pour mieux répondre aux demandes de nos clients.

Nous partageons de par notre taille humaine, un enjeu fort de proximité, service et écoute client ainsi que d'une forte cohésion d'équipe.

La valorisation par la formation permet à nos salariés de prendre les tournants fonctionnels et technologiques du marché en temps réel.";1994;;20 - 99;Le Kremlin-Bicêtre, Île-de-France;ESN;http://www.omnitech-informatique.fr/;;;;
ITNEST;"Cabinet de recrutement spécialisé dans les métiers de l'informatique.

Nous accompagnons les candidats à leur recherche de nouveaux postes avec des points de suivie régulier et du conseil.

L’analyse approfondie de chaque besoin client sera examinée de manière personnalisée.";2012;;< 20;Paris, France;Cabinet de recrutement / placement;http://www.itnest.fr;;;;
LOGAXONE;"Logaxone est une ESN  de 90 collaborateurs orienté autour de deux pôle :
- L'infrastructure
- Le développement logiciel (WEB et multitouch …)

Nous proposons essentiellement des consultants de confirmé à Sénior.
Tous sont validés par des tests techniques pointus.";;;20 - 99;Issy-les-Moulineaux, Île-de-France;ESN;https://logaxone.com;;;;
STEPLOG;"STEPLOG est une société de conseil spécialisée dans les métiers de l’infrastructure et de la production informatique,
Notre activité est organisée en deux pôles de compétences :
L’infrastructure : 
- Ingénierie Système, réseaux et sécurité
- Virtualisation
- Bases de Données
- Poste de travail
- Stockage et Sauvegarde

La production :
- Production applicative
- Exploitation des environnements de production
   * Surveillance
   * supervision";2006;;20 - 99;Boulogne-Billancourt, Île-de-France;ESN;HTTP://www.steplog.fr;;;;
CyberTee;"CyberTee est le Club des Indépendants de la Cybersécurité.

Nos deux missions
• Accompagner nos clients, en réalisant des missions de conseil et d’expertise en Cybersécurité et en renforçant leurs équipes avec notre communauté d’experts indépendants.
• Accompagner les indépendants en Cybersécurité à identifier et réaliser des missions passionnantes tout en consolidant leur expertise.

Nous accompagnons le freelancing en cybersécurité sur l’ensemble du territoire en animant notre communauté de 300 experts indépendants, qualifiés et engagés";;;< 20;Paris, France;Cabinet de conseil;https://www.cybertee.fr;;;;
